accession	organism	gene_name	length	matches	kmer_size	score_percent	reference_start	target_start	description
XM_017300108.2	Drosophila miranda	LOC108164428	6469	27	50	54.0	875	4640	PREDICTED: Drosophila miranda plexin-A2 (LOC108164428), transcript variant X1, mRNA
XM_017300106.2	Drosophila miranda	LOC108164426	3044	27	50	54.0	700	1555	PREDICTED: Drosophila miranda fibulin-1 (LOC108164426), transcript variant X1, mRNA
XM_017300101.2	Drosophila miranda	LOC108164421	5307	27	50	54.0	75	4445	PREDICTED: Drosophila miranda ankyrin-3 (LOC108164421), transcript variant X3, mRNA
XM_033394410.1	Drosophila miranda	LOC108164421	5380	27	50	54.0	875	3130	PREDICTED: Drosophila miranda ankyrin-3 (LOC108164421), transcript variant X1, mRNA
XM_017300113.2	Drosophila miranda	LOC108164429	6427	27	50	54.0	200	5265	PREDICTED: Drosophila miranda uncharacterized LOC108164429 (LOC108164429), transcript variant X2, mRNA
XM_033394408.1	Drosophila miranda	LOC108164429	6389	27	50	54.0	1025	2605	PREDICTED: Drosophila miranda uncharacterized LOC108164429 (LOC108164429), transcript variant X1, mRNA
XM_033394406.1	Drosophila miranda	LOC108164517	4262	27	50	54.0	225	2645	PREDICTED: Drosophila miranda uncharacterized LOC108164517 (LOC108164517), transcript variant X1, mRNA
XM_033394403.1	Drosophila miranda	LOC108164468	4693	27	50	54.0	200	4015	PREDICTED: Drosophila miranda tau-tubulin kinase homolog Asator (LOC108164468), transcript variant X5, mRNA
XM_033394401.1	Drosophila miranda	LOC108164468	4933	27	50	54.0	200	4255	PREDICTED: Drosophila miranda tau-tubulin kinase homolog Asator (LOC108164468), transcript variant X3, mRNA
XM_017300215.2	Drosophila miranda	LOC108164468	5028	27	50	54.0	200	4350	PREDICTED: Drosophila miranda tau-tubulin kinase homolog Asator (LOC108164468), transcript variant X2, mRNA
XM_033394400.1	Drosophila miranda	LOC108164468	4995	27	50	54.0	75	4395	PREDICTED: Drosophila miranda tau-tubulin kinase homolog Asator (LOC108164468), transcript variant X1, mRNA
XM_017300169.2	Drosophila miranda	LOC108164451	4805	27	50	54.0	50	3365	PREDICTED: Drosophila miranda uncharacterized LOC108164451 (LOC108164451), transcript variant X2, mRNA
XM_017300179.2	Drosophila miranda	LOC108164456	3146	27	50	54.0	225	2210	PREDICTED: Drosophila miranda calcium/calmodulin-dependent protein kinase type II alpha chain (LOC108164456), transcript variant X6, mRNA
XM_017300176.2	Drosophila miranda	LOC108164456	3267	27	50	54.0	200	2235	PREDICTED: Drosophila miranda calcium/calmodulin-dependent protein kinase type II alpha chain (LOC108164456), transcript variant X2, mRNA
XM_033394374.1	Drosophila miranda	LOC108164412	4106	27	50	54.0	250	2485	PREDICTED: Drosophila miranda glutamate receptor ionotropic, kainate 2 (LOC108164412), transcript variant X2, mRNA
XM_017300083.2	Drosophila miranda	LOC108164412	4210	27	50	54.0	625	3275	PREDICTED: Drosophila miranda glutamate receptor ionotropic, kainate 2 (LOC108164412), transcript variant X1, mRNA
XM_017300080.2	Drosophila miranda	LOC108164411	4868	27	50	54.0	625	4230	PREDICTED: Drosophila miranda ephrin type-B receptor 1-B (LOC108164411), transcript variant X7, mRNA
XM_017300079.2	Drosophila miranda	LOC108164411	4898	27	50	54.0	625	4260	PREDICTED: Drosophila miranda ephrin type-B receptor 1-B (LOC108164411), transcript variant X6, mRNA
XM_033394373.1	Drosophila miranda	LOC108164411	4481	27	50	54.0	50	3985	PREDICTED: Drosophila miranda ephrin type-B receptor 1-B (LOC108164411), transcript variant X5, mRNA
XM_033394372.1	Drosophila miranda	LOC108164411	4507	27	50	54.0	200	1640	PREDICTED: Drosophila miranda ephrin type-B receptor 1-B (LOC108164411), transcript variant X4, mRNA
XM_033394371.1	Drosophila miranda	LOC108164411	4501	27	50	54.0	50	4005	PREDICTED: Drosophila miranda ephrin type-B receptor 1-B (LOC108164411), transcript variant X3, mRNA
XM_017300077.2	Drosophila miranda	LOC108164411	4916	27	50	54.0	50	4420	PREDICTED: Drosophila miranda ephrin type-B receptor 1-B (LOC108164411), transcript variant X1, mRNA
XM_017300273.2	Drosophila miranda	LOC108164499	3271	27	50	54.0	750	1860	PREDICTED: Drosophila miranda paired box protein Pax-6 (LOC108164499), transcript variant X3, mRNA
XM_017300213.2	Drosophila miranda	LOC108164467	3915	27	50	54.0	900	2350	PREDICTED: Drosophila miranda transcription factor Sox-5 (LOC108164467), transcript variant X4, mRNA
XM_017300210.2	Drosophila miranda	LOC108164467	3426	27	50	54.0	400	1470	PREDICTED: Drosophila miranda transcription factor Sox-5 (LOC108164467), transcript variant X2, mRNA
XM_033394342.1	Drosophila miranda	LOC108164401	4604	27	50	54.0	625	3645	PREDICTED: Drosophila miranda plasma membrane calcium-transporting ATPase 2 (LOC108164401), transcript variant X1, mRNA
XM_017300040.2	Drosophila miranda	LOC108164400	5198	27	50	54.0	575	280	PREDICTED: Drosophila miranda mediator of RNA polymerase II transcription subunit 26 (LOC108164400), transcript variant X1, mRNA
XM_033394331.1	Drosophila miranda	LOC117189225	7554	27	50	54.0	200	4300	PREDICTED: Drosophila miranda dynein heavy chain 2, axonemal (LOC117189225), transcript variant X3, mRNA
XM_033394318.1	Drosophila miranda	LOC108164386	3708	27	50	54.0	200	680	PREDICTED: Drosophila miranda calcium-dependent secretion activator (LOC108164386), transcript variant X8, mRNA
XM_033394312.1	Drosophila miranda	LOC108164386	5975	27	50	54.0	200	680	PREDICTED: Drosophila miranda calcium-dependent secretion activator (LOC108164386), transcript variant X2, mRNA
XM_033394311.1	Drosophila miranda	LOC108164386	5112	27	50	54.0	500	605	PREDICTED: Drosophila miranda calcium-dependent secretion activator (LOC108164386), transcript variant X1, mRNA
XM_033394309.1	Drosophila miranda	LOC108164487	3176	27	50	54.0	200	3115	PREDICTED: Drosophila miranda early endosome antigen 1 (LOC108164487), transcript variant X10, mRNA
XM_017300250.2	Drosophila miranda	LOC108164487	3281	27	50	54.0	200	3220	PREDICTED: Drosophila miranda early endosome antigen 1 (LOC108164487), transcript variant X9, mRNA
XM_033394308.1	Drosophila miranda	LOC108164487	3464	27	50	54.0	50	1170	PREDICTED: Drosophila miranda early endosome antigen 1 (LOC108164487), transcript variant X6, mRNA
XM_017300245.2	Drosophila miranda	LOC108164487	3707	27	50	54.0	50	1170	PREDICTED: Drosophila miranda early endosome antigen 1 (LOC108164487), transcript variant X4, mRNA
XM_033394307.1	Drosophila miranda	LOC108164487	3791	27	50	54.0	50	1170	PREDICTED: Drosophila miranda early endosome antigen 1 (LOC108164487), transcript variant X3, mRNA
XM_017300242.2	Drosophila miranda	LOC108164486	7702	27	50	54.0	50	3795	PREDICTED: Drosophila miranda uncharacterized LOC108164486 (LOC108164486), mRNA
XM_033394287.1	Drosophila miranda	LOC108164479	4293	27	50	54.0	225	2570	PREDICTED: Drosophila miranda nuclear factor 1 C-type (LOC108164479), transcript variant X4, mRNA
XM_033394286.1	Drosophila miranda	LOC108164479	4238	27	50	54.0	225	2515	PREDICTED: Drosophila miranda nuclear factor 1 C-type (LOC108164479), transcript variant X3, mRNA
XM_017300160.2	Drosophila miranda	LOC108164446	5542	27	50	54.0	75	4990	PREDICTED: Drosophila miranda protein BCL9 homolog (LOC108164446), mRNA
XM_017300022.2	Drosophila miranda	LOC108164397	6009	27	50	54.0	200	2095	PREDICTED: Drosophila miranda eukaryotic translation initiation factor 4 gamma 3 (LOC108164397), transcript variant X4, mRNA
XM_033394267.1	Drosophila miranda	LOC108164397	6719	27	50	54.0	200	2805	PREDICTED: Drosophila miranda eukaryotic translation initiation factor 4 gamma 3 (LOC108164397), transcript variant X2, mRNA
XM_032730478.2	Drosophila mojavensis	LOC6581111	5539	27	50	54.0	1200	3705	PREDICTED: Drosophila mojavensis nuclear pore complex protein Nup214 (LOC6581111), mRNA
XM_044011383.1	Drosophila mojavensis	LOC6581155	4603	27	50	54.0	1175	1725	PREDICTED: Drosophila mojavensis serine/threonine-protein kinase 10 (LOC6581155), transcript variant X10, mRNA
XM_015164598.3	Drosophila mojavensis	LOC6581083	3265	27	50	54.0	75	985	PREDICTED: Drosophila mojavensis serrate RNA effector molecule homolog (LOC6581083), transcript variant X3, mRNA
XM_044011359.1	Drosophila mojavensis	LOC6581099	3314	27	50	54.0	200	3130	PREDICTED: Drosophila mojavensis E3 ubiquitin-protein ligase SH3RF1 (LOC6581099), transcript variant X3, mRNA
XM_002006821.4	Drosophila mojavensis	LOC6581099	3325	27	50	54.0	200	350	PREDICTED: Drosophila mojavensis E3 ubiquitin-protein ligase SH3RF1 (LOC6581099), transcript variant X1, mRNA
XM_044011355.1	Drosophila mojavensis	LOC6581159	3915	27	50	54.0	575	3015	PREDICTED: Drosophila mojavensis sodium-dependent serotonin transporter (LOC6581159), transcript variant X1, mRNA
XM_002006852.4	Drosophila mojavensis	LOC6581137	4028	27	50	54.0	200	205	PREDICTED: Drosophila mojavensis ubiquitin-protein ligase E3C (LOC6581137), mRNA
XM_002006892.4	Drosophila mojavensis	LOC6581183	4116	27	50	54.0	400	1525	PREDICTED: Drosophila mojavensis EH domain-binding protein 1 (LOC6581183), transcript variant X8, mRNA
XM_015164661.3	Drosophila mojavensis	LOC6581183	4133	27	50	54.0	500	3770	PREDICTED: Drosophila mojavensis EH domain-binding protein 1 (LOC6581183), transcript variant X6, mRNA
XM_044011350.1	Drosophila mojavensis	LOC6581183	4648	27	50	54.0	275	3605	PREDICTED: Drosophila mojavensis EH domain-binding protein 1 (LOC6581183), transcript variant X5, mRNA
XM_044011349.1	Drosophila mojavensis	LOC6581183	4651	27	50	54.0	550	1905	PREDICTED: Drosophila mojavensis EH domain-binding protein 1 (LOC6581183), transcript variant X4, mRNA
XM_044011348.1	Drosophila mojavensis	LOC6581183	4745	27	50	54.0	200	2425	PREDICTED: Drosophila mojavensis EH domain-binding protein 1 (LOC6581183), transcript variant X3, mRNA
XM_044011346.1	Drosophila mojavensis	LOC6581183	4747	27	50	54.0	550	1905	PREDICTED: Drosophila mojavensis EH domain-binding protein 1 (LOC6581183), transcript variant X1, mRNA
XM_015164668.3	Drosophila mojavensis	LOC6581185	4057	27	50	54.0	550	2950	PREDICTED: Drosophila mojavensis uncharacterized LOC6581185 (LOC6581185), transcript variant X3, mRNA
XM_002006894.4	Drosophila mojavensis	LOC6581185	5134	27	50	54.0	200	1220	PREDICTED: Drosophila mojavensis uncharacterized LOC6581185 (LOC6581185), transcript variant X2, mRNA
XM_015164670.3	Drosophila mojavensis	LOC6581185	5158	27	50	54.0	550	2945	PREDICTED: Drosophila mojavensis uncharacterized LOC6581185 (LOC6581185), transcript variant X1, mRNA
XM_044011344.1	Drosophila mojavensis	LOC6581186	7436	27	50	54.0	1200	1380	PREDICTED: Drosophila mojavensis uncharacterized LOC6581186 (LOC6581186), transcript variant X6, mRNA
XM_002006334.4	Drosophila mojavensis	LOC6580539	4052	27	50	54.0	875	1305	PREDICTED: Drosophila mojavensis 5-oxoprolinase (LOC6580539), mRNA
XM_002006639.4	Drosophila mojavensis	LOC6580877	5949	27	50	54.0	350	180	PREDICTED: Drosophila mojavensis sterol regulatory element-binding protein cleavage-activating protein (LOC6580877), mRNA
XM_015164456.3	Drosophila mojavensis	LOC6580862	3526	27	50	54.0	1175	1390	PREDICTED: Drosophila mojavensis KAT8 regulatory NSL complex subunit 3 (LOC6580862), transcript variant X5, mRNA
XM_015164455.3	Drosophila mojavensis	LOC6580862	3595	27	50	54.0	1175	1390	PREDICTED: Drosophila mojavensis KAT8 regulatory NSL complex subunit 3 (LOC6580862), transcript variant X4, mRNA
XM_044011316.1	Drosophila mojavensis	LOC6580863	3999	27	50	54.0	75	485	PREDICTED: Drosophila mojavensis ATP-dependent RNA helicase DHX8 (LOC6580863), transcript variant X2, mRNA
XM_002006626.4	Drosophila mojavensis	LOC6580863	4029	27	50	54.0	75	485	PREDICTED: Drosophila mojavensis ATP-dependent RNA helicase DHX8 (LOC6580863), transcript variant X1, mRNA
XM_044011310.1	Drosophila mojavensis	LOC6580858	5795	27	50	54.0	75	5655	PREDICTED: Drosophila mojavensis neurogenic protein mastermind (LOC6580858), transcript variant X2, mRNA
XM_044011308.1	Drosophila mojavensis	LOC6580910	5058	27	50	54.0	300	275	PREDICTED: Drosophila mojavensis uncharacterized LOC6580910 (LOC6580910), transcript variant X2, mRNA
XM_002006240.4	Drosophila mojavensis	LOC6580438	4356	27	50	54.0	200	3570	PREDICTED: Drosophila mojavensis polycomb protein Pcl (LOC6580438), mRNA
XM_044011304.1	Drosophila mojavensis	LOC6580603	3437	27	50	54.0	375	1070	PREDICTED: Drosophila mojavensis F-box/LRR-repeat protein 20 (LOC6580603), transcript variant X1, mRNA
XM_032730393.2	Drosophila mojavensis	LOC6580736	3388	27	50	54.0	350	1880	PREDICTED: Drosophila mojavensis mediator of RNA polymerase II transcription subunit 15 (LOC6580736), transcript variant X1, mRNA
XM_032730474.2	Drosophila mojavensis	LOC6580803	7360	27	50	54.0	225	205	PREDICTED: Drosophila mojavensis kinesin-like protein unc-104 (LOC6580803), transcript variant X7, mRNA
XM_002006796.4	Drosophila mojavensis	LOC6581043	3178	27	50	54.0	725	975	PREDICTED: Drosophila mojavensis tetratricopeptide repeat protein 7B (LOC6581043), transcript variant X1, mRNA
XM_044011277.1	Drosophila mojavensis	LOC6581042	6319	27	50	54.0	200	425	PREDICTED: Drosophila mojavensis 7SK snRNA methylphosphate capping enzyme bin3 (LOC6581042), transcript variant X3, mRNA
XM_044011263.1	Drosophila mojavensis	LOC6580647	3534	27	50	54.0	850	2040	PREDICTED: Drosophila mojavensis atrial natriuretic peptide receptor 1 (LOC6580647), transcript variant X3, mRNA
XM_002006433.4	Drosophila mojavensis	LOC6580647	5033	27	50	54.0	25	2100	PREDICTED: Drosophila mojavensis atrial natriuretic peptide receptor 1 (LOC6580647), transcript variant X2, mRNA
XM_044011261.1	Drosophila mojavensis	LOC6580647	5066	27	50	54.0	850	2040	PREDICTED: Drosophila mojavensis atrial natriuretic peptide receptor 1 (LOC6580647), transcript variant X1, mRNA
XM_032730339.2	Drosophila mojavensis	LOC116804136	3872	27	50	54.0	50	1455	PREDICTED: Drosophila mojavensis salivary glue protein Sgs-3-like (LOC116804136), mRNA
XM_052001922.1	Drosophila albomicans	LOC117577087	6834	27	50	54.0	25	6540	PREDICTED: Drosophila albomicans coiled-coil domain-containing protein CG32809 (LOC117577087), transcript variant X1, mRNA
XM_034262077.2	Drosophila albomicans	LOC117576930	3776	27	50	54.0	50	50	PREDICTED: Drosophila albomicans 3'-5' RNA helicase YTHDC2 (LOC117576930), mRNA
XM_034242045.2	Drosophila albomicans	LOC117563635	3181	27	50	54.0	25	3035	PREDICTED: Drosophila albomicans programmed cell death protein 4 (LOC117563635), mRNA
XM_034256248.2	Drosophila albomicans	LOC117573213	3098	27	50	54.0	400	60	PREDICTED: Drosophila albomicans scoloptoxin SSD14 (LOC117573213), transcript variant X3, mRNA
XM_034262726.2	Drosophila albomicans	LOC117577799	5243	27	50	54.0	700	2225	PREDICTED: Drosophila albomicans phospholipid-transporting ATPase ABCA3 (LOC117577799), mRNA
XM_052001902.1	Drosophila albomicans	LOC117563644	5963	27	50	54.0	225	5800	PREDICTED: Drosophila albomicans phospholipid-transporting ATPase ABCA3 (LOC117563644), transcript variant X3, mRNA
XM_034242074.2	Drosophila albomicans	LOC117563644	5992	27	50	54.0	350	1695	PREDICTED: Drosophila albomicans phospholipid-transporting ATPase ABCA3 (LOC117563644), transcript variant X2, mRNA
XM_034242066.2	Drosophila albomicans	LOC117563644	6390	27	50	54.0	300	65	PREDICTED: Drosophila albomicans phospholipid-transporting ATPase ABCA3 (LOC117563644), transcript variant X1, mRNA
XM_034256617.2	Drosophila albomicans	LOC117573384	4133	27	50	54.0	1200	615	PREDICTED: Drosophila albomicans vinculin (LOC117573384), transcript variant X1, mRNA
XM_034257913.2	Drosophila albomicans	LOC117574205	4650	27	50	54.0	200	180	PREDICTED: Drosophila albomicans protein tweety (LOC117574205), transcript variant X2, mRNA
XM_052001892.1	Drosophila albomicans	LOC117567509	3049	27	50	54.0	600	275	PREDICTED: Drosophila albomicans histone-lysine N-methyltransferase 2C (LOC117567509), transcript variant X2, mRNA
XM_034252788.2	Drosophila albomicans	LOC117570887	4738	27	50	54.0	400	3595	PREDICTED: Drosophila albomicans uncharacterized LOC117570887 (LOC117570887), transcript variant X1, mRNA
XM_034262508.2	Drosophila albomicans	LOC117577639	5107	27	50	54.0	100	2840	PREDICTED: Drosophila albomicans PDZ domain-containing protein 8 (LOC117577639), mRNA
XM_034263579.2	Drosophila albomicans	LOC117578212	5639	27	50	54.0	375	5160	PREDICTED: Drosophila albomicans ras GTPase-activating protein raskol (LOC117578212), transcript variant X6, mRNA
XM_034263578.2	Drosophila albomicans	LOC117578212	5672	27	50	54.0	425	5480	PREDICTED: Drosophila albomicans ras GTPase-activating protein raskol (LOC117578212), transcript variant X5, mRNA
XM_034246883.2	Drosophila albomicans	LOC117567083	4471	27	50	54.0	200	135	PREDICTED: Drosophila albomicans exportin-6 (LOC117567083), mRNA
XM_034263767.2	Drosophila albomicans	LOC117578313	3736	27	50	54.0	275	3215	PREDICTED: Drosophila albomicans probable ATP-dependent RNA helicase DHX34 (LOC117578313), transcript variant X2, mRNA
XM_034263766.2	Drosophila albomicans	LOC117578313	3752	27	50	54.0	550	2990	PREDICTED: Drosophila albomicans probable ATP-dependent RNA helicase DHX34 (LOC117578313), transcript variant X1, mRNA
XM_034263374.2	Drosophila albomicans	LOC117578154	3451	27	50	54.0	200	2850	PREDICTED: Drosophila albomicans protein ROP (LOC117578154), transcript variant X2, mRNA
XM_034263499.2	Drosophila albomicans	LOC117578186	3012	27	50	54.0	100	1390	PREDICTED: Drosophila albomicans uncharacterized LOC117578186 (LOC117578186), transcript variant X2, mRNA
XM_034263502.2	Drosophila albomicans	LOC117578186	3015	27	50	54.0	225	565	PREDICTED: Drosophila albomicans uncharacterized LOC117578186 (LOC117578186), transcript variant X1, mRNA
XM_052008805.1	Drosophila albomicans	LOC117578050	4450	27	50	54.0	350	1520	PREDICTED: Drosophila albomicans protein PIP82 (LOC117578050), transcript variant X3, mRNA
XM_034263173.2	Drosophila albomicans	LOC117578050	4507	27	50	54.0	1200	2895	PREDICTED: Drosophila albomicans protein PIP82 (LOC117578050), transcript variant X2, mRNA
XM_034263172.2	Drosophila albomicans	LOC117578050	4510	27	50	54.0	350	1520	PREDICTED: Drosophila albomicans protein PIP82 (LOC117578050), transcript variant X1, mRNA
XM_034258001.2	Drosophila albomicans	LOC117574245	4261	27	50	54.0	75	1820	PREDICTED: Drosophila albomicans neurogenic protein mastermind (LOC117574245), transcript variant X4, mRNA
XM_034250382.2	Drosophila albomicans	LOC117569262	3147	27	50	54.0	200	320	PREDICTED: Drosophila albomicans E3 ubiquitin-protein ligase HECW2 (LOC117569262), transcript variant X3, mRNA
XM_001973934.3	Drosophila erecta	LOC6548874	3569	27	50	54.0	200	3105	PREDICTED: Drosophila erecta zinc finger protein 43 (LOC6548874), transcript variant X3, mRNA
XM_026983656.1	Drosophila erecta	LOC6548874	3684	27	50	54.0	200	3220	PREDICTED: Drosophila erecta zinc finger protein 43 (LOC6548874), transcript variant X1, mRNA
XM_001973920.3	Drosophila erecta	LOC6548592	4881	27	50	54.0	100	590	PREDICTED: Drosophila erecta protein tiptop (LOC6548592), mRNA
XM_001973931.3	Drosophila erecta	LOC6548364	4470	27	50	54.0	200	1090	PREDICTED: Drosophila erecta protein teashirt (LOC6548364), mRNA
XM_026983633.1	Drosophila erecta	LOC6548878	5453	27	50	54.0	575	2690	PREDICTED: Drosophila erecta protein madd-4 (LOC6548878), transcript variant X5, mRNA
XM_026983579.1	Drosophila erecta	LOC26526330	6900	27	50	54.0	200	6715	PREDICTED: Drosophila erecta eIF-2-alpha kinase activator GCN1 (LOC26526330), transcript variant X2, mRNA
XM_026983551.1	Drosophila erecta	LOC6542086	3527	27	50	54.0	1200	140	PREDICTED: Drosophila erecta UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (LOC6542086), transcript variant X6, mRNA
XM_026983550.1	Drosophila erecta	LOC6542086	3562	27	50	54.0	1200	175	PREDICTED: Drosophila erecta UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (LOC6542086), transcript variant X5, mRNA
XM_026983549.1	Drosophila erecta	LOC6542086	3562	27	50	54.0	1200	175	PREDICTED: Drosophila erecta UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (LOC6542086), transcript variant X4, mRNA
XM_026983548.1	Drosophila erecta	LOC6542086	3572	27	50	54.0	1200	185	PREDICTED: Drosophila erecta UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (LOC6542086), transcript variant X3, mRNA
XM_026983506.1	Drosophila erecta	LOC26527103	5325	27	50	54.0	50	3280	PREDICTED: Drosophila erecta histone-lysine N-methyltransferase SETD1 (LOC26527103), transcript variant X2, mRNA
XM_026983505.1	Drosophila erecta	LOC26527103	5467	27	50	54.0	450	3130	PREDICTED: Drosophila erecta histone-lysine N-methyltransferase SETD1 (LOC26527103), transcript variant X1, mRNA
XM_026983501.1	Drosophila erecta	LOC6555880	6307	27	50	54.0	250	1530	PREDICTED: Drosophila erecta plexin-B (LOC6555880), transcript variant X3, mRNA
XM_026983500.1	Drosophila erecta	LOC6555880	6724	27	50	54.0	250	1530	PREDICTED: Drosophila erecta plexin-B (LOC6555880), transcript variant X2, mRNA
XM_026983486.1	Drosophila erecta	LOC6555851	5744	27	50	54.0	200	360	PREDICTED: Drosophila erecta protein Gawky (LOC6555851), transcript variant X4, mRNA
XM_026983485.1	Drosophila erecta	LOC6555851	5602	27	50	54.0	25	4605	PREDICTED: Drosophila erecta protein Gawky (LOC6555851), transcript variant X3, mRNA
XM_026983459.1	Drosophila erecta	LOC6555823	4418	27	50	54.0	200	275	PREDICTED: Drosophila erecta rho GTPase-activating protein 6 (LOC6555823), transcript variant X3, mRNA
XM_001982704.3	Drosophila erecta	LOC6555823	4515	27	50	54.0	200	275	PREDICTED: Drosophila erecta rho GTPase-activating protein 6 (LOC6555823), transcript variant X2, mRNA
XM_026983458.1	Drosophila erecta	LOC6555823	4622	27	50	54.0	200	275	PREDICTED: Drosophila erecta rho GTPase-activating protein 6 (LOC6555823), transcript variant X1, mRNA
XM_015153198.2	Drosophila erecta	LOC6555836	6411	27	50	54.0	425	2340	PREDICTED: Drosophila erecta eukaryotic translation initiation factor 4 gamma 1 (LOC6555836), transcript variant X3, mRNA
XM_001982666.3	Drosophila erecta	LOC6555836	5596	27	50	54.0	425	1525	PREDICTED: Drosophila erecta eukaryotic translation initiation factor 4 gamma 1 (LOC6555836), transcript variant X1, mRNA
XM_015153190.2	Drosophila erecta	LOC6555827	3659	27	50	54.0	200	2375	PREDICTED: Drosophila erecta calcium/calmodulin-dependent protein kinase type II alpha chain (LOC6555827), transcript variant X12, mRNA
XM_026983449.1	Drosophila erecta	LOC6555827	3379	27	50	54.0	200	2095	PREDICTED: Drosophila erecta calcium/calmodulin-dependent protein kinase type II alpha chain (LOC6555827), transcript variant X10, mRNA
XM_026983446.1	Drosophila erecta	LOC6555827	3529	27	50	54.0	200	2245	PREDICTED: Drosophila erecta calcium/calmodulin-dependent protein kinase type II alpha chain (LOC6555827), transcript variant X7, mRNA
XM_026983443.1	Drosophila erecta	LOC6555827	3679	27	50	54.0	200	2395	PREDICTED: Drosophila erecta calcium/calmodulin-dependent protein kinase type II alpha chain (LOC6555827), transcript variant X4, mRNA
XM_026983431.1	Drosophila erecta	LOC6555865	3074	27	50	54.0	1200	2650	PREDICTED: Drosophila erecta uncharacterized LOC6555865 (LOC6555865), transcript variant X5, mRNA
XM_026983428.1	Drosophila erecta	LOC6555865	3061	27	50	54.0	575	2935	PREDICTED: Drosophila erecta uncharacterized LOC6555865 (LOC6555865), transcript variant X2, mRNA
XM_026983418.1	Drosophila erecta	LOC6555812	5476	27	50	54.0	200	1830	PREDICTED: Drosophila erecta protein BCL9 homolog (LOC6555812), mRNA
XM_026983386.1	Drosophila erecta	LOC6555831	6642	27	50	54.0	150	5525	PREDICTED: Drosophila erecta plexin-A2 (LOC6555831), transcript variant X5, mRNA
XM_026983385.1	Drosophila erecta	LOC6555831	6544	27	50	54.0	200	6345	PREDICTED: Drosophila erecta plexin-A2 (LOC6555831), transcript variant X4, mRNA
XM_001982661.3	Drosophila erecta	LOC6555831	6502	27	50	54.0	150	5470	PREDICTED: Drosophila erecta plexin-A2 (LOC6555831), transcript variant X2, mRNA
XM_026983383.1	Drosophila erecta	LOC6555831	6587	27	50	54.0	150	5470	PREDICTED: Drosophila erecta plexin-A2 (LOC6555831), transcript variant X1, mRNA
XM_026983363.1	Drosophila erecta	LOC6555816	3891	27	50	54.0	100	970	PREDICTED: Drosophila erecta plasma membrane calcium-transporting ATPase 3 (LOC6555816), transcript variant X9, mRNA
XM_026983360.1	Drosophila erecta	LOC6555816	4696	27	50	54.0	100	970	PREDICTED: Drosophila erecta plasma membrane calcium-transporting ATPase 3 (LOC6555816), transcript variant X6, mRNA
XM_001982665.3	Drosophila erecta	LOC6555835	3540	27	50	54.0	200	3320	PREDICTED: Drosophila erecta metabotropic glutamate receptor (LOC6555835), mRNA
XM_026983317.1	Drosophila erecta	LOC6555861	3081	27	50	54.0	400	1330	PREDICTED: Drosophila erecta uncharacterized LOC6555861 (LOC6555861), transcript variant X6, mRNA
XM_026983312.1	Drosophila erecta	LOC6555861	5471	27	50	54.0	200	340	PREDICTED: Drosophila erecta uncharacterized LOC6555861 (LOC6555861), transcript variant X2, mRNA
XM_002101967.4	Drosophila yakuba	LOC6526194	3204	27	50	54.0	1200	2400	PREDICTED: Drosophila yakuba neutral alpha-glucosidase AB (LOC6526194), transcript variant X2, mRNA
XM_015191194.3	Drosophila yakuba	LOC6526194	3195	27	50	54.0	725	965	PREDICTED: Drosophila yakuba neutral alpha-glucosidase AB (LOC6526194), transcript variant X1, mRNA
XM_002100857.4	Drosophila yakuba	LOC6525054	5966	27	50	54.0	50	5195	PREDICTED: Drosophila yakuba uncharacterized LOC6525054 (LOC6525054), transcript variant X9, mRNA
XM_002099794.4	Drosophila yakuba	LOC6523958	3307	27	50	54.0	475	2455	PREDICTED: Drosophila yakuba uncharacterized LOC6523958 (LOC6523958), mRNA
XM_002100847.4	Drosophila yakuba	LOC6525044	3739	27	50	54.0	900	2150	PREDICTED: Drosophila yakuba kinesin-associated protein 3 (LOC6525044), transcript variant X1, mRNA
XM_039370106.2	Drosophila yakuba	LOC6525905	3907	27	50	54.0	350	2790	PREDICTED: Drosophila yakuba extracellular signal-regulated kinase 7 (LOC6525905), transcript variant X1, mRNA
XM_039370160.2	Drosophila yakuba	LOC6525200	5044	27	50	54.0	50	3645	PREDICTED: Drosophila yakuba neuronal acetylcholine receptor subunit alpha-7 (LOC6525200), transcript variant X2, mRNA
XM_015190671.3	Drosophila yakuba	LOC6525207	5216	27	50	54.0	1200	1100	PREDICTED: Drosophila yakuba protein vav (LOC6525207), transcript variant X3, mRNA
XM_015190960.3	Drosophila yakuba	LOC6525727	4431	27	50	54.0	425	3675	PREDICTED: Drosophila yakuba serine/threonine-protein kinase minibrain (LOC6525727), transcript variant X1, mRNA
XM_043206757.1	Drosophila yakuba	LOC120320452	4540	27	50	54.0	50	120	PREDICTED: Drosophila yakuba uncharacterized LOC120320452 (LOC120320452), transcript variant X2, mRNA
XM_039370103.2	Drosophila yakuba	LOC120320452	4758	27	50	54.0	1225	4180	PREDICTED: Drosophila yakuba uncharacterized LOC120320452 (LOC120320452), transcript variant X1, mRNA
