accession	organism	gene_name	length	matches	comparison_length	score_percent	description
XM_026983483.1	Drosophila erecta	LOC6555855	4213	755	3070	24.5928	PREDICTED: Drosophila erecta ephrin type-B receptor 1-B (LOC6555855), transcript variant X7, mRNA
XM_026983447.1	Drosophila erecta	LOC6555827	3582	755	3070	24.5928	PREDICTED: Drosophila erecta calcium/calmodulin-dependent protein kinase type II alpha chain (LOC6555827), transcript variant X8, mRNA
XM_026983388.1	Drosophila erecta	LOC6555831	4976	755	3070	24.5928	PREDICTED: Drosophila erecta plexin-A2 (LOC6555831), transcript variant X7, mRNA
XM_002100423.4	Drosophila yakuba	LOC6524602	4822	755	3070	24.5928	PREDICTED: Drosophila yakuba uncharacterized LOC6524602 (LOC6524602), mRNA
XM_034284808.1	Drosophila guanche	LOC117591515	6021	755	3070	24.5928	PREDICTED: Drosophila guanche uncharacterized LOC117591515 (LOC117591515), transcript variant X1, mRNA
XM_034284362.1	Drosophila guanche	LOC117591216	6051	755	3070	24.5928	PREDICTED: Drosophila guanche nuclear pore membrane glycoprotein 210-like (LOC117591216), transcript variant X2, mRNA
XM_034284361.1	Drosophila guanche	LOC117591216	6051	755	3070	24.5928	PREDICTED: Drosophila guanche nuclear pore membrane glycoprotein 210-like (LOC117591216), transcript variant X1, mRNA
XM_020960895.1	Drosophila serrata	LOC110190420	4607	755	3070	24.5928	PREDICTED: Drosophila serrata band 7 protein AGAP004871 (LOC110190420), transcript variant X4, mRNA
XM_030390571.1	Drosophila navojoa	LOC108658431	4532	755	3070	24.5928	PREDICTED: Drosophila navojoa mediator of RNA polymerase II transcription subunit 1 (LOC108658431), partial mRNA
XM_002019786.2	Drosophila persimilis	LOC6594571	3117	755	3070	24.5928	PREDICTED: Drosophila persimilis ubiquitin carboxyl-terminal hydrolase 8 (LOC6594571), transcript variant X1, mRNA
XM_026994158.1	Drosophila persimilis	LOC6601251	3408	755	3070	24.5928	PREDICTED: Drosophila persimilis adenylyl cyclase X E (LOC6601251), mRNA
XM_002028227.2	Drosophila persimilis	LOC6603276	3104	755	3070	24.5928	PREDICTED: Drosophila persimilis uncharacterized LOC6603276 (LOC6603276), mRNA
NM_001382074.1	Drosophila melanogaster	CG34347	6177	754	3070	24.5603	Drosophila melanogaster uncharacterized protein, transcript variant I (CG34347), mRNA
NM_001382073.1	Drosophila melanogaster	CG34347	5106	754	3070	24.5603	Drosophila melanogaster uncharacterized protein, transcript variant H (CG34347), mRNA
NM_001382071.1	Drosophila melanogaster	CG34347	6911	754	3070	24.5603	Drosophila melanogaster uncharacterized protein, transcript variant F (CG34347), mRNA
XM_032726684.1	Drosophila sechellia	LOC6615873	5418	754	3070	24.5603	PREDICTED: Drosophila sechellia amyloid-beta-like protein (LOC6615873), transcript variant X4, mRNA
XM_032452401.2	Drosophila ananassae	LOC6501841	6169	754	3070	24.5603	PREDICTED: Drosophila ananassae disks large 1 tumor suppressor protein (LOC6501841), transcript variant X22, mRNA
XM_001354571.4	Drosophila pseudoobscura	baz	6790	754	3070	24.5603	PREDICTED: Drosophila pseudoobscura par-3 family cell polarity regulator (baz), transcript variant X4, mRNA
XM_015186024.2	Drosophila pseudoobscura	baz	6877	754	3070	24.5603	PREDICTED: Drosophila pseudoobscura par-3 family cell polarity regulator (baz), transcript variant X2, mRNA
XM_015177046.3	Drosophila willistoni	LOC6649704	3246	754	3070	24.5603	PREDICTED: Drosophila willistoni bestrophin-2 (LOC6649704), transcript variant X2, mRNA
XM_002055217.4	Drosophila virilis	Flacc	3843	754	3070	24.5603	PREDICTED: Drosophila virilis Fl(2)d-associated complex component (Flacc), mRNA
XM_001991555.3	Drosophila grimshawi	LOC6564876	3763	754	3070	24.5603	PREDICTED: Drosophila grimshawi protein lin-9 homolog (LOC6564876), mRNA
XM_033394303.1	Drosophila miranda	LOC108164474	3278	754	3070	24.5603	PREDICTED: Drosophila miranda uncharacterized LOC108164474 (LOC108164474), transcript variant X2, mRNA
XM_017300160.2	Drosophila miranda	LOC108164446	5542	754	3070	24.5603	PREDICTED: Drosophila miranda protein BCL9 homolog (LOC108164446), mRNA
XM_015164649.3	Drosophila mojavensis	LOC6581174	3535	754	3070	24.5603	PREDICTED: Drosophila mojavensis protein lin-54 homolog (LOC6581174), transcript variant X1, mRNA
XM_032730732.2	Drosophila mojavensis	LOC6580910	5213	754	3070	24.5603	PREDICTED: Drosophila mojavensis uncharacterized LOC6580910 (LOC6580910), transcript variant X1, mRNA
XM_044011301.1	Drosophila mojavensis	LOC6580803	7045	754	3070	24.5603	PREDICTED: Drosophila mojavensis kinesin-like protein unc-104 (LOC6580803), transcript variant X12, mRNA
XM_052001916.1	Drosophila albomicans	LOC117577544	5908	754	3070	24.5603	PREDICTED: Drosophila albomicans homeobox protein 2 (LOC117577544), transcript variant X4, mRNA
XM_002099797.4	Drosophila yakuba	LOC6523961	3573	754	3070	24.5603	PREDICTED: Drosophila yakuba protein MMS22-like (LOC6523961), mRNA
XM_039377857.2	Drosophila yakuba	LOC6524130	6921	754	3070	24.5603	PREDICTED: Drosophila yakuba proton channel OtopLc (LOC6524130), transcript variant X11, mRNA
XM_039377852.2	Drosophila yakuba	LOC6524130	7051	754	3070	24.5603	PREDICTED: Drosophila yakuba proton channel OtopLc (LOC6524130), transcript variant X6, mRNA
XM_034284204.1	Drosophila guanche	LOC117591102	5343	754	3070	24.5603	PREDICTED: Drosophila guanche uncharacterized LOC117591102 (LOC117591102), mRNA
XM_020960841.1	Drosophila serrata	LOC110190389	5786	754	3070	24.5603	PREDICTED: Drosophila serrata myeloid zinc finger 1 (LOC110190389), transcript variant X4, mRNA
XM_018107184.2	Drosophila navojoa	LOC108655465	3739	754	3070	24.5603	PREDICTED: Drosophila navojoa 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (LOC108655465), transcript variant X1, mRNA
XM_030390056.1	Drosophila navojoa	LOC115565081	4773	754	3070	24.5603	PREDICTED: Drosophila navojoa guanine nucleotide-releasing factor 2 (LOC115565081), transcript variant X4, mRNA
XM_018107089.2	Drosophila navojoa	LOC108655391	4892	754	3070	24.5603	PREDICTED: Drosophila navojoa mediator of RNA polymerase II transcription subunit 26 (LOC108655391), mRNA
XM_026994498.1	Drosophila persimilis	LOC6594499	3526	754	3070	24.5603	PREDICTED: Drosophila persimilis protein encore (LOC6594499), transcript variant X1, mRNA
XM_020961443.1	Drosophila serrata	LOC110190799	3047	748	3047	24.5487	PREDICTED: Drosophila serrata uncharacterized LOC110190799 (LOC110190799), transcript variant X2, mRNA
XM_002039592.2	Drosophila sechellia	LOC6615222	3041	746	3041	24.5314	PREDICTED: Drosophila sechellia CTD nuclear envelope phosphatase 1 homolog (LOC6615222), transcript variant X1, mRNA
NM_132432.2	Drosophila melanogaster	CG2186	4451	753	3070	24.5277	Drosophila melanogaster uncharacterized protein, transcript variant A (CG2186), mRNA
XM_032726835.1	Drosophila sechellia	LOC6617528	5784	753	3070	24.5277	PREDICTED: Drosophila sechellia ral GTPase-activating protein subunit beta (LOC6617528), transcript variant X7, mRNA
XM_032452265.2	Drosophila ananassae	LOC6504504	7149	753	3070	24.5277	PREDICTED: Drosophila ananassae non-canonical poly(A) RNA polymerase protein Trf4-1 (LOC6504504), transcript variant X3, mRNA
XM_047009313.1	Drosophila willistoni	LOC6649722	3599	753	3070	24.5277	PREDICTED: Drosophila willistoni eukaryotic translation initiation factor 2-alpha kinase (LOC6649722), transcript variant X2, mRNA
XM_047009197.1	Drosophila willistoni	LOC6649817	4136	753	3070	24.5277	PREDICTED: Drosophila willistoni zinc finger MYM-type protein 4 (LOC6649817), transcript variant X2, mRNA
XM_032439536.2	Drosophila virilis	1	7382	753	3070	24.5277	PREDICTED: Drosophila virilis inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (l(1)G0196), transcript variant X3, mRNA
XM_070211390.1	Drosophila virilis	LOC116651871	3933	753	3070	24.5277	PREDICTED: Drosophila virilis serine-rich adhesin for platelets-like (LOC116651871), transcript variant X2, mRNA
XM_001991118.3	Drosophila grimshawi	LOC6565421	4873	753	3070	24.5277	PREDICTED: Drosophila grimshawi DNA topoisomerase 2-binding protein 1-A (LOC6565421), mRNA
XM_043216251.1	Drosophila grimshawi	LOC6569523	4855	753	3070	24.5277	PREDICTED: Drosophila grimshawi probable G-protein coupled receptor B0563.6 (LOC6569523), transcript variant X2, mRNA
XM_017300270.2	Drosophila miranda	LOC108164499	3338	753	3070	24.5277	PREDICTED: Drosophila miranda paired box protein Pax-6 (LOC108164499), transcript variant X1, mRNA
XM_002006645.4	Drosophila mojavensis	LOC6580884	6182	753	3070	24.5277	PREDICTED: Drosophila mojavensis RNA-binding protein fusilli (LOC6580884), transcript variant X1, mRNA
XM_034262678.2	Drosophila albomicans	LOC117577767	5734	753	3070	24.5277	PREDICTED: Drosophila albomicans adhesion G protein-coupled receptor A3 (LOC117577767), mRNA
XM_026983545.1	Drosophila erecta	LOC6542086	3634	753	3070	24.5277	PREDICTED: Drosophila erecta UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (LOC6542086), transcript variant X1, mRNA
XM_026983470.1	Drosophila erecta	LOC6555888	3770	753	3070	24.5277	PREDICTED: Drosophila erecta inhibin beta chain (LOC6555888), transcript variant X1, mRNA
XM_034284368.1	Drosophila guanche	LOC117591217	3798	753	3070	24.5277	PREDICTED: Drosophila guanche low-density lipoprotein receptor (LOC117591217), transcript variant X6, mRNA
XM_020961168.1	Drosophila serrata	LOC110190579	3254	753	3070	24.5277	PREDICTED: Drosophila serrata zinc finger RNA-binding protein (LOC110190579), transcript variant X2, mRNA
XM_020961021.1	Drosophila serrata	LOC110190503	5749	753	3070	24.5277	PREDICTED: Drosophila serrata laminin subunit gamma-1 (LOC110190503), mRNA
XM_030390395.1	Drosophila navojoa	LOC115565310	3772	753	3070	24.5277	PREDICTED: Drosophila navojoa uncharacterized transmembrane protein DDB_G0289901 (LOC115565310), transcript variant X2, mRNA
XM_026994569.1	Drosophila persimilis	LOC6594106	3493	753	3070	24.5277	PREDICTED: Drosophila persimilis neurogenic locus protein delta (LOC6594106), mRNA
XM_026993921.1	Drosophila persimilis	LOC6601050	3440	753	3070	24.5277	PREDICTED: Drosophila persimilis breast cancer anti-estrogen resistance protein 1 (LOC6601050), mRNA
NM_168801.2	Drosophila melanogaster	Dred	5537	752	3070	24.4951	Drosophila melanogaster Dctn1-related (Dred), transcript variant B, mRNA
NM_001382150.1	Drosophila melanogaster	CG46434	5537	752	3070	24.4951	Drosophila melanogaster uncharacterized protein, transcript variant A (CG46434), mRNA
XM_016180907.3	Drosophila simulans	LOC6739888	5178	752	3070	24.4951	PREDICTED: Drosophila simulans regulator of nonsense transcripts 1 homolog (LOC6739888), transcript variant X1, mRNA
XM_044923781.1	Drosophila simulans	LOC6725944	4214	752	3070	24.4951	PREDICTED: Drosophila simulans uncharacterized LOC6725944 (LOC6725944), mRNA
XM_032726836.1	Drosophila sechellia	LOC6617528	5667	752	3070	24.4951	PREDICTED: Drosophila sechellia ral GTPase-activating protein subunit beta (LOC6617528), transcript variant X8, mRNA
XM_032726832.1	Drosophila sechellia	LOC6617528	5805	752	3070	24.4951	PREDICTED: Drosophila sechellia ral GTPase-activating protein subunit beta (LOC6617528), transcript variant X4, mRNA
XM_032726831.1	Drosophila sechellia	LOC6617528	5841	752	3070	24.4951	PREDICTED: Drosophila sechellia ral GTPase-activating protein subunit beta (LOC6617528), transcript variant X3, mRNA
XM_014904847.3	Drosophila ananassae	LOC6505263	5571	752	3070	24.4951	PREDICTED: Drosophila ananassae protein retinal degeneration B (LOC6505263), transcript variant X10, mRNA
XM_014904851.3	Drosophila ananassae	LOC6505263	6818	752	3070	24.4951	PREDICTED: Drosophila ananassae protein retinal degeneration B (LOC6505263), transcript variant X8, mRNA
XM_014904848.3	Drosophila ananassae	LOC6505263	6507	752	3070	24.4951	PREDICTED: Drosophila ananassae protein retinal degeneration B (LOC6505263), transcript variant X3, mRNA
XM_033385430.1	Drosophila pseudoobscura	nwk	4312	752	3070	24.4951	PREDICTED: Drosophila pseudoobscura nervous wreck (nwk), transcript variant X7, mRNA
XM_002069453.4	Drosophila willistoni	LOC6647330	3511	752	3070	24.4951	PREDICTED: Drosophila willistoni uncharacterized LOC6647330 (LOC6647330), mRNA
XM_043216303.1	Drosophila grimshawi	LOC6566000	4562	752	3070	24.4951	PREDICTED: Drosophila grimshawi regulatory-associated protein of mTOR (LOC6566000), transcript variant X1, mRNA
XM_001992246.3	Drosophila grimshawi	LOC6565551	3542	752	3070	24.4951	PREDICTED: Drosophila grimshawi myotubularin-related protein 10-B (LOC6565551), mRNA
XM_017300201.2	Drosophila miranda	LOC108164465	4011	752	3070	24.4951	PREDICTED: Drosophila miranda transcriptional activator protein Pur-beta (LOC108164465), transcript variant X2, mRNA
XM_002006871.4	Drosophila mojavensis	LOC6581159	3436	752	3070	24.4951	PREDICTED: Drosophila mojavensis sodium-dependent serotonin transporter (LOC6581159), transcript variant X3, mRNA
XM_034263173.2	Drosophila albomicans	LOC117578050	4507	752	3070	24.4951	PREDICTED: Drosophila albomicans protein PIP82 (LOC117578050), transcript variant X2, mRNA
XM_026983441.1	Drosophila erecta	LOC6555827	3662	752	3070	24.4951	PREDICTED: Drosophila erecta calcium/calmodulin-dependent protein kinase type II alpha chain (LOC6555827), transcript variant X1, mRNA
XM_039370178.2	Drosophila yakuba	LOC6525044	3730	752	3070	24.4951	PREDICTED: Drosophila yakuba kinesin-associated protein 3 (LOC6525044), transcript variant X2, mRNA
XM_015190672.3	Drosophila yakuba	LOC6525207	5104	752	3070	24.4951	PREDICTED: Drosophila yakuba protein vav (LOC6525207), transcript variant X1, mRNA
XM_039377854.2	Drosophila yakuba	LOC6524130	6978	752	3070	24.4951	PREDICTED: Drosophila yakuba proton channel OtopLc (LOC6524130), transcript variant X8, mRNA
XM_002100958.4	Drosophila yakuba	LOC6525156	5325	752	3070	24.4951	PREDICTED: Drosophila yakuba exportin-5 (LOC6525156), mRNA
XM_034284809.1	Drosophila guanche	LOC117591515	5134	752	3070	24.4951	PREDICTED: Drosophila guanche uncharacterized LOC117591515 (LOC117591515), transcript variant X2, mRNA
XM_034284535.1	Drosophila guanche	LOC117591325	3414	752	3070	24.4951	PREDICTED: Drosophila guanche serine/threonine-protein kinase Tao (LOC117591325), transcript variant X3, mRNA
XM_020961404.1	Drosophila serrata	LOC110190772	4199	752	3070	24.4951	PREDICTED: Drosophila serrata trichohyalin (LOC110190772), transcript variant X2, mRNA
XM_020961048.1	Drosophila serrata	LOC110190516	3246	752	3070	24.4951	PREDICTED: Drosophila serrata integrator complex subunit 7 (LOC110190516), mRNA
XM_030390284.1	Drosophila navojoa	LOC115565232	4276	752	3070	24.4951	PREDICTED: Drosophila navojoa serine-rich adhesin for platelets-like (LOC115565232), mRNA
XM_002019791.2	Drosophila persimilis	LOC6594576	3274	752	3070	24.4951	PREDICTED: Drosophila persimilis importin-9 (LOC6594576), mRNA
XM_026994086.1	Drosophila persimilis	LOC6603295	3102	752	3070	24.4951	PREDICTED: Drosophila persimilis uncharacterized LOC6603295 (LOC6603295), mRNA
NM_001414093.1	Drosophila melanogaster	side-II	5223	751	3070	24.4625	Drosophila melanogaster sidestep II (side-II), transcript variant C, mRNA
NM_001382178.1	Drosophila melanogaster	robo3	6028	751	3070	24.4625	Drosophila melanogaster roundabout 3 (robo3), transcript variant C, mRNA
XM_032726691.1	Drosophila sechellia	LOC6615873	5406	751	3070	24.4625	PREDICTED: Drosophila sechellia amyloid-beta-like protein (LOC6615873), transcript variant X11, mRNA
XM_032726681.1	Drosophila sechellia	LOC6615873	5430	751	3070	24.4625	PREDICTED: Drosophila sechellia amyloid-beta-like protein (LOC6615873), transcript variant X1, mRNA
XM_015186308.2	Drosophila pseudoobscura	AP-1gamma	4222	751	3070	24.4625	PREDICTED: Drosophila pseudoobscura adaptor protein complex 1, gamma subunit (AP-1gamma), transcript variant X4, mRNA
XM_015185404.2	Drosophila pseudoobscura	pigs	5795	751	3070	24.4625	PREDICTED: Drosophila pseudoobscura pickled eggs (pigs), transcript variant X5, mRNA
XM_047009268.1	Drosophila willistoni	LOC6649871	4794	751	3070	24.4625	PREDICTED: Drosophila willistoni band 4.1-like protein 4 (LOC6649871), transcript variant X2, mRNA
XM_002071966.4	Drosophila willistoni	LOC6649551	4763	751	3070	24.4625	PREDICTED: Drosophila willistoni chaoptin (LOC6649551), mRNA
XM_002055164.4	Drosophila virilis	stnB	6137	751	3070	24.4625	PREDICTED: Drosophila virilis stoned B (stnB), transcript variant X1, mRNA
XM_015171195.3	Drosophila virilis	bves	3252	751	3070	24.4625	PREDICTED: Drosophila virilis popeye domain cAMP effector bves (bves), transcript variant X3, mRNA
XM_032439115.2	Drosophila virilis	LOC116651871	4113	751	3070	24.4625	PREDICTED: Drosophila virilis serine-rich adhesin for platelets-like (LOC116651871), transcript variant X1, mRNA
XM_001991322.3	Drosophila grimshawi	LOC6564538	6857	751	3070	24.4625	PREDICTED: Drosophila grimshawi protein ELYS homolog (LOC6564538), mRNA
XM_043216256.1	Drosophila grimshawi	LOC6564712	4819	751	3070	24.4625	PREDICTED: Drosophila grimshawi uncharacterized protein DDB_G0283357 (LOC6564712), transcript variant X3, mRNA
XM_033394374.1	Drosophila miranda	LOC108164412	4106	751	3070	24.4625	PREDICTED: Drosophila miranda glutamate receptor ionotropic, kainate 2 (LOC108164412), transcript variant X2, mRNA
XM_033394356.1	Drosophila miranda	LOC117189228	4713	751	3070	24.4625	PREDICTED: Drosophila miranda uncharacterized LOC117189228 (LOC117189228), mRNA
XM_002006338.4	Drosophila mojavensis	LOC6580543	7743	751	3070	24.4625	PREDICTED: Drosophila mojavensis putative uncharacterized protein DDB_G0291608 (LOC6580543), transcript variant X1, mRNA
XM_034263227.2	Drosophila albomicans	LOC117578077	4561	751	3070	24.4625	PREDICTED: Drosophila albomicans uncharacterized LOC117578077 (LOC117578077), transcript variant X7, mRNA
XM_052001897.1	Drosophila albomicans	LOC117578077	5296	751	3070	24.4625	PREDICTED: Drosophila albomicans uncharacterized LOC117578077 (LOC117578077), transcript variant X6, mRNA
XM_052001896.1	Drosophila albomicans	LOC117578077	5341	751	3070	24.4625	PREDICTED: Drosophila albomicans uncharacterized LOC117578077 (LOC117578077), transcript variant X5, mRNA
XM_034263225.2	Drosophila albomicans	LOC117578077	5803	751	3070	24.4625	PREDICTED: Drosophila albomicans uncharacterized LOC117578077 (LOC117578077), transcript variant X4, mRNA
XM_052001895.1	Drosophila albomicans	LOC117578077	7791	751	3070	24.4625	PREDICTED: Drosophila albomicans uncharacterized LOC117578077 (LOC117578077), transcript variant X3, mRNA
XM_052001894.1	Drosophila albomicans	LOC117578077	7783	751	3070	24.4625	PREDICTED: Drosophila albomicans uncharacterized LOC117578077 (LOC117578077), transcript variant X2, mRNA
XM_034247384.2	Drosophila albomicans	LOC117567390	4334	751	3070	24.4625	PREDICTED: Drosophila albomicans cytospin-A (LOC117567390), transcript variant X1, mRNA
XM_026983479.1	Drosophila erecta	LOC6555855	4282	751	3070	24.4625	PREDICTED: Drosophila erecta ephrin type-B receptor 1-B (LOC6555855), transcript variant X2, mRNA
XM_020961123.1	Drosophila serrata	LOC110190561	3695	751	3070	24.4625	PREDICTED: Drosophila serrata LIM domain-containing protein A (LOC110190561), transcript variant X1, mRNA
XM_018099730.2	Drosophila navojoa	LOC108650547	3324	751	3070	24.4625	PREDICTED: Drosophila navojoa adenylyl cyclase X E-like (LOC108650547), mRNA
XM_026993898.1	Drosophila persimilis	LOC6601113	3915	751	3070	24.4625	PREDICTED: Drosophila persimilis protein disks lost (LOC6601113), mRNA
XM_014904104.3	Drosophila ananassae	LOC6501836	3027	740	3027	24.4466	PREDICTED: Drosophila ananassae AMP deaminase 2 (LOC6501836), transcript variant X5, mRNA
NM_001382085.1	Drosophila melanogaster	Doa	3168	750	3070	24.43	Drosophila melanogaster darkener of apricot, transcript variant AB (Doa), mRNA
XM_016180805.3	Drosophila simulans	LOC6740147	4404	750	3070	24.43	PREDICTED: Drosophila simulans rho GTPase-activating protein 26 (LOC6740147), transcript variant X1, mRNA
XM_032726748.1	Drosophila sechellia	LOC6619823	3179	750	3070	24.43	PREDICTED: Drosophila sechellia solute carrier family 41 member 2 (LOC6619823), transcript variant X1, mRNA
XM_032726692.1	Drosophila sechellia	LOC6615873	5403	750	3070	24.43	PREDICTED: Drosophila sechellia amyloid-beta-like protein (LOC6615873), transcript variant X12, mRNA
XM_023179822.2	Drosophila willistoni	LOC6649437	4262	750	3070	24.43	PREDICTED: Drosophila willistoni C2 domain-containing protein 5 (LOC6649437), transcript variant X2, mRNA
XM_002072302.4	Drosophila willistoni	LOC6649667	4402	750	3070	24.43	PREDICTED: Drosophila willistoni neuroligin 4-like (LOC6649667), mRNA
XM_023179742.2	Drosophila willistoni	LOC6649579	3248	750	3070	24.43	PREDICTED: Drosophila willistoni probable E3 ubiquitin-protein ligase HERC4 (LOC6649579), mRNA
XM_043216252.1	Drosophila grimshawi	LOC6569523	4815	750	3070	24.43	PREDICTED: Drosophila grimshawi probable G-protein coupled receptor B0563.6 (LOC6569523), transcript variant X3, mRNA
XM_026983626.1	Drosophila erecta	LOC6548880	4453	750	3070	24.43	PREDICTED: Drosophila erecta uncharacterized LOC6548880 (LOC6548880), transcript variant X7, mRNA
XM_039370095.2	Drosophila yakuba	LOC6524645	3576	750	3070	24.43	PREDICTED: Drosophila yakuba cytosolic carboxypeptidase Nna1 (LOC6524645), transcript variant X16, mRNA
XM_020961487.1	Drosophila serrata	LOC110190829	4076	750	3070	24.43	PREDICTED: Drosophila serrata cold shock domain-containing protein E1 (LOC110190829), mRNA
XM_020960838.1	Drosophila serrata	LOC110190389	5882	750	3070	24.43	PREDICTED: Drosophila serrata myeloid zinc finger 1 (LOC110190389), transcript variant X1, mRNA
XM_001970827.3	Drosophila erecta	LOC6541903	3038	742	3038	24.424	PREDICTED: Drosophila erecta probable basic-leucine zipper transcription factor G (LOC6541903), transcript variant X2, mRNA
NM_001414091.1	Drosophila melanogaster	vg	3894	749	3070	24.3974	Drosophila melanogaster vestigial (vg), transcript variant B, mRNA
NM_001414073.1	Drosophila melanogaster	CG30048	4076	749	3070	24.3974	Drosophila melanogaster uncharacterized protein, transcript variant E (CG30048), mRNA
NM_001382130.1	Drosophila melanogaster	SerT	3183	749	3070	24.3974	Drosophila melanogaster serotonin transporter, transcript variant C (SerT), mRNA
NM_001382113.1	Drosophila melanogaster	Stacl	6186	749	3070	24.3974	Drosophila melanogaster Stac-like (Stacl), transcript variant W, mRNA
XM_016172838.3	Drosophila simulans	LOC6725478	3286	749	3070	24.3974	PREDICTED: Drosophila simulans RNA cytidine acetyltransferase (LOC6725478), transcript variant X1, mRNA
XM_039297036.2	Drosophila simulans	LOC6726358	3846	749	3070	24.3974	PREDICTED: Drosophila simulans protein Wnt-5 (LOC6726358), mRNA
XM_032726826.1	Drosophila sechellia	LOC6619788	4057	749	3070	24.3974	PREDICTED: Drosophila sechellia uncharacterized LOC6619788 (LOC6619788), mRNA
XM_032726746.1	Drosophila sechellia	LOC6619822	3144	749	3070	24.3974	PREDICTED: Drosophila sechellia protein ovarian tumor locus (LOC6619822), transcript variant X5, mRNA
XM_032726648.1	Drosophila sechellia	LOC6619835	6196	749	3070	24.3974	PREDICTED: Drosophila sechellia DENN domain-containing protein Crag (LOC6619835), transcript variant X2, mRNA
XM_032726647.1	Drosophila sechellia	LOC6619835	6277	749	3070	24.3974	PREDICTED: Drosophila sechellia DENN domain-containing protein Crag (LOC6619835), transcript variant X1, mRNA
XM_032456020.2	Drosophila ananassae	LOC6499962	4916	749	3070	24.3974	PREDICTED: Drosophila ananassae zinc finger protein basonuclin-2 (LOC6499962), transcript variant X2, mRNA
XM_047009257.1	Drosophila willistoni	LOC6649506	5600	749	3070	24.3974	PREDICTED: Drosophila willistoni uncharacterized LOC6649506 (LOC6649506), transcript variant X1, mRNA
XM_023179615.2	Drosophila willistoni	LOC6649393	7523	749	3070	24.3974	PREDICTED: Drosophila willistoni leucine-rich repeat serine/threonine-protein kinase 1 (LOC6649393), transcript variant X2, mRNA
XM_032440553.2	Drosophila virilis	kek5	7249	749	3070	24.3974	PREDICTED: Drosophila virilis kekkon 5 (kek5), transcript variant X1, mRNA
XM_043216250.1	Drosophila grimshawi	LOC6564512	3629	749	3070	24.3974	PREDICTED: Drosophila grimshawi disks large 1 tumor suppressor protein (LOC6564512), transcript variant X15, mRNA
XM_033394419.1	Drosophila miranda	LOC108164497	3531	749	3070	24.3974	PREDICTED: Drosophila miranda glutamate receptor ionotropic, kainate 2 (LOC108164497), transcript variant X3, mRNA
XM_033394373.1	Drosophila miranda	LOC108164411	4481	749	3070	24.3974	PREDICTED: Drosophila miranda ephrin type-B receptor 1-B (LOC108164411), transcript variant X5, mRNA
XM_033394318.1	Drosophila miranda	LOC108164386	3708	749	3070	24.3974	PREDICTED: Drosophila miranda calcium-dependent secretion activator (LOC108164386), transcript variant X8, mRNA
XM_033394312.1	Drosophila miranda	LOC108164386	5975	749	3070	24.3974	PREDICTED: Drosophila miranda calcium-dependent secretion activator (LOC108164386), transcript variant X2, mRNA
XM_033394283.1	Drosophila miranda	LOC108164478	5456	749	3070	24.3974	PREDICTED: Drosophila miranda rho GTPase-activating protein 6 (LOC108164478), transcript variant X2, mRNA
XM_044011294.1	Drosophila mojavensis	LOC6580803	7603	749	3070	24.3974	PREDICTED: Drosophila mojavensis kinesin-like protein unc-104 (LOC6580803), transcript variant X3, mRNA
XM_052001918.1	Drosophila albomicans	LOC117577544	5312	749	3070	24.3974	PREDICTED: Drosophila albomicans homeobox protein 2 (LOC117577544), transcript variant X6, mRNA
XM_026983651.1	Drosophila erecta	LOC6548790	3863	749	3070	24.3974	PREDICTED: Drosophila erecta adenylate cyclase type 3 (LOC6548790), transcript variant X2, mRNA
XM_015191004.3	Drosophila yakuba	LOC6525760	3156	749	3070	24.3974	PREDICTED: Drosophila yakuba probable G-protein coupled receptor B0563.6 (LOC6525760), transcript variant X3, mRNA
XM_043206756.1	Drosophila yakuba	LOC26535647	3968	749	3070	24.3974	PREDICTED: Drosophila yakuba uncharacterized LOC26535647 (LOC26535647), mRNA
XM_034284365.1	Drosophila guanche	LOC117591217	3628	749	3070	24.3974	PREDICTED: Drosophila guanche low-density lipoprotein receptor (LOC117591217), transcript variant X3, mRNA
XM_034284363.1	Drosophila guanche	LOC117591217	3906	749	3070	24.3974	PREDICTED: Drosophila guanche low-density lipoprotein receptor (LOC117591217), transcript variant X1, mRNA
XM_034284172.1	Drosophila guanche	LOC117591070	3707	749	3070	24.3974	PREDICTED: Drosophila guanche protein teashirt (LOC117591070), transcript variant X1, mRNA
XM_020960839.1	Drosophila serrata	LOC110190389	5867	749	3070	24.3974	PREDICTED: Drosophila serrata myeloid zinc finger 1 (LOC110190389), transcript variant X2, mRNA
XM_030390396.1	Drosophila navojoa	LOC115565310	3592	749	3070	24.3974	PREDICTED: Drosophila navojoa uncharacterized transmembrane protein DDB_G0289901 (LOC115565310), transcript variant X3, mRNA
XM_018098894.2	Drosophila navojoa	LOC108649823	5156	749	3070	24.3974	PREDICTED: Drosophila navojoa brefeldin A-inhibited guanine nucleotide-exchange protein 1 (LOC108649823), mRNA
XM_026994153.1	Drosophila persimilis	LOC6601250	3821	749	3070	24.3974	PREDICTED: Drosophila persimilis adenylyl cyclase X E (LOC6601250), transcript variant X3, mRNA
XM_032452471.2	Drosophila ananassae	LOC6501887	3054	745	3054	24.3942	PREDICTED: Drosophila ananassae moesin/ezrin/radixin homolog 1 (LOC6501887), transcript variant X11, mRNA
